latitud,longitud
25.677422,-100.292887
25.686736,-100.312977
25.677541,-100.33175
25.689339,-100.326979
25.688374,-100.327563
25.686359,-100.323071
25.684631,-100.315779
25.689865,-100.327307
25.678767,-100.321065
25.687464,-100.321712
25.680465,-100.331374
25.678922,-100.297309
25.67713,-100.321627
25.685976,-100.313829
25.670679,-100.299187
25.669145,-100.300798
25.669068,-100.301082
25.682183,-100.318425
25.684116,-100.301657
25.679067,-100.307959
25.685789,-100.314018
25.676896,-100.313806
25.684038,-100.302316
25.686528,-100.318233
25.677417,-100.317412
25.67859,-100.311039
25.686637,-100.315671
25.673784,-100.32287
25.673978,-100.32197
25.67741,-100.312836
25.675464,-100.315411
25.686528,-100.322721
25.675101,-100.306384
25.686531,-100.31775
25.689096,-100.322571
25.674294,-100.324105
25.678076,-100.315041
25.686831,-100.323373
25.676895,-100.316083
25.673106,-100.318169
25.681485,-100.328362
25.683087,-100.322449
25.678475,-100.320495
25.679504,-100.320826
25.669249,-100.317364
25.680148,-100.325349
25.668494,-100.315559
25.685181,-100.301521
25.679007,-100.308403
25.688139,-100.328045
25.686163,-100.314016
25.677193,-100.317066
25.664358,-100.309595
25.677517,-100.304586
25.672133,-100.318932
25.671748,-100.318713
25.689474,-100.313909
25.669534,-100.300672
25.688306,-100.294892
25.684943,-100.310028
25.689769,-100.328404
25.685747,-100.296121
25.685285,-100.310742
25.679575,-100.320012
25.677974,-100.313018
25.675912,-100.330922
25.676386,-100.317388
25.676342,-100.330876
25.680357,-100.325958
25.676326,-100.311046
25.677238,-100.314306
25.688317,-100.314592
25.686558,-100.316244
25.679017,-100.296751
25.680246,-100.293842
25.671454,-100.316009
25.676562,-100.31953
25.686254,-100.313866
25.679359,-100.296073
25.666705,-100.310599
25.671109,-100.299446
25.679691,-100.29601
25.679783,-100.29632
25.686219,-100.315146
25.671135,-100.300518
25.682787,-100.318371
25.686266,-100.316871
25.685781,-100.315987
25.673471,-100.304927
25.686135,-100.316736
25.68056,-100.296951
25.684355,-100.315129
25.673182,-100.331697
25.673857,-100.319307
25.689562,-100.311417
25.68305,-100.310751
25.675099,-100.302582
25.681358,-100.316935
25.6865,-100.309202
25.689111,-100.32159
25.676242,-100.314521
25.675379,-100.290687
25.673457,-100.302342
25.673606,-100.302219
25.669585,-100.304562
25.669011,-100.305118
25.689727,-100.328651
25.68237,-100.321756
25.690005,-100.320029
25.677286,-100.293527
25.68784,-100.302768
25.687521,-100.303277
25.687306,-100.302616
25.689846,-100.327288
25.676834,-100.31975
25.676745,-100.313297
25.667756,-100.30354
25.668793,-100.300848
25.679332,-100.317361
25.687246,-100.328012
25.684555,-100.31858
25.689848,-100.328073
25.682487,-100.306853
25.689533,-100.327504
25.690273,-100.321097
25.680754,-100.32247
25.690074,-100.321477
25.686364,-100.316509
25.673877,-100.305215
25.686914,-100.322042
25.687151,-100.315196
25.678135,-100.326344
25.689991,-100.327538
25.68126,-100.312977
25.689243,-100.328426
25.68516,-100.306523
25.680336,-100.296141
25.685572,-100.316226
25.676473,-100.318255
25.686047,-100.295186
25.670615,-100.304498
25.686221,-100.317944
25.6789,-100.295979
25.675859,-100.290493
25.66984,-100.300788
25.677025,-100.31704
25.680283,-100.292016
25.674041,-100.330486
25.674332,-100.298368
25.679817,-100.302746
25.679868,-100.317711
25.679207,-100.302333
25.67996,-100.302222
25.669626,-100.301159
25.685565,-100.316621
25.684569,-100.330297
25.685302,-100.330542
25.68277,-100.310161
25.680479,-100.310684
25.690232,-100.320767
25.686953,-100.323007
25.68682,-100.299723
25.679673,-100.320484
25.686885,-100.315764
25.670874,-100.298758
25.684406,-100.292111
25.686329,-100.318686
25.68681,-100.316019
25.689433,-100.299372
25.68739,-100.296466
25.687731,-100.309051
25.67614,-100.298173
25.680391,-100.323366
25.686941,-100.323271
25.67369,-100.316098
25.671966,-100.313329
25.668961,-100.312592
25.672359,-100.319858
25.676425,-100.310089
25.67678,-100.310262
25.680152,-100.291569
25.676436,-100.310777
25.681794,-100.292893
25.690106,-100.321526
25.681544,-100.306098
25.685565,-100.293356
25.68056,-100.331333
25.670799,-100.299031
25.673512,-100.304864
25.682078,-100.306056
25.675863,-100.312305
25.669366,-100.304875
25.685203,-100.294432
25.679269,-100.312262
25.673661,-100.301345
25.679721,-100.296074
25.686289,-100.294415
25.68971,-100.3126
25.689563,-100.312038
25.679473,-100.306064
25.676935,-100.295321
25.677417,-100.324903
25.677077,-100.294742
25.674803,-100.315212
25.685275,-100.313956
25.677472,-100.310149
25.689983,-100.312886
25.686139,-100.303744
25.686541,-100.303334
25.673897,-100.315214
25.679673,-100.315697
25.67697,-100.318792
25.683534,-100.310996
25.682571,-100.299286
25.682231,-100.321043
25.671,-100.298482
25.673944,-100.331688
25.669412,-100.30124
25.669589,-100.301274
25.685147,-100.293006
25.679682,-100.295723
25.686798,-100.316241
25.681114,-100.313465
25.676747,-100.318776
25.680259,-100.309293
25.667059,-100.311798
25.674761,-100.316363
25.684106,-100.298163
25.676117,-100.316328
25.681808,-100.30707
25.687223,-100.329403
25.666597,-100.302528
25.688807,-100.32851
25.685155,-100.306778
25.673929,-100.307355
25.66767,-100.300033
25.679976,-100.310988
25.683086,-100.312264
25.686175,-100.310039
25.669389,-100.301482
25.67377,-100.297411
25.686372,-100.303074
25.667243,-100.31121
25.675968,-100.310402
25.688055,-100.313732
25.685544,-100.315127
25.673007,-100.320693
25.673466,-100.331796
25.678071,-100.32249
25.686265,-100.317154
25.686019,-100.320053
25.67584,-100.314806
25.688739,-100.299488
25.687207,-100.314684
25.684924,-100.30644
25.686305,-100.312591
25.689077,-100.327237
25.6788,-100.322453
25.686209,-100.316407
25.677194,-100.318008
25.686728,-100.312704
25.677848,-100.320665
25.684621,-100.320152
25.684869,-100.327299
25.66935,-100.326185
25.683454,-100.305854
25.685833,-100.309425
25.68625,-100.308988
25.669999,-100.315421
25.669971,-100.30888
25.669592,-100.308635
25.669214,-100.308005
25.683975,-100.326084
25.670205,-100.328299
25.682044,-100.30931
25.690293,-100.325501
25.677827,-100.308547
25.689923,-100.313057
25.671256,-100.312899
25.683952,-100.298222
25.66787,-100.30943
25.681574,-100.296714
25.687909,-100.315048
25.685875,-100.316725
25.682285,-100.312585
25.672244,-100.324357
25.672225,-100.323162
25.680288,-100.315466
25.679836,-100.315733
25.684992,-100.31929
25.675423,-100.306417
25.682611,-100.30979
25.683445,-100.301545
25.682886,-100.302579
25.685348,-100.319028
25.684681,-100.31941
25.674251,-100.319213
25.68105,-100.295357
25.682168,-100.290814
25.675088,-100.307536
25.675522,-100.322549
25.689462,-100.327007
25.673476,-100.314942
25.676902,-100.319298
25.675212,-100.317437
25.668629,-100.315231
25.677267,-100.313776
25.679829,-100.330464
25.671408,-100.303099
25.674242,-100.32367
25.667902,-100.318716
25.667235,-100.315211
25.67437,-100.318463
25.688247,-100.329029
25.681539,-100.313984
25.685903,-100.318082
25.666746,-100.308399
25.674023,-100.30365
25.676978,-100.305087
25.687137,-100.308366
25.678939,-100.293523
25.681568,-100.320261
25.683972,-100.311275
25.677673,-100.305022
25.686904,-100.304839
25.671195,-100.300052
25.68582,-100.295344
25.686979,-100.316718
25.689933,-100.316382
25.671986,-100.320185
25.676577,-100.318472
25.68247,-100.329764
25.68428,-100.32063
25.690015,-100.322406
25.676224,-100.330476
25.682253,-100.304527
25.686972,-100.314966
25.67646,-100.318762
25.686563,-100.31624
25.687529,-100.315848
25.676954,-100.314614
25.67594,-100.294888
25.676324,-100.310342
25.67688,-100.310849
25.676813,-100.310529
25.689823,-100.322178
25.666317,-100.319881
25.688542,-100.29493
25.671603,-100.33029
25.671935,-100.330378
25.675466,-100.314695
25.679086,-100.29985
25.681903,-100.327476
25.677339,-100.324321
25.687248,-100.30877
25.688052,-100.314348
25.68626,-100.316877
25.683181,-100.321332
25.667571,-100.315683
25.684304,-100.315878
25.689503,-100.312988
25.690486,-100.326512
25.683994,-100.321806
25.684293,-100.323086
25.685579,-100.312865
25.689834,-100.31358
25.686413,-100.313248
25.679506,-100.295748
25.683698,-100.317928
25.68204,-100.305797
25.677881,-100.294891
25.675688,-100.327916
25.68676,-100.316481
25.677124,-100.313945
25.6792,-100.318729
25.674384,-100.318233
25.687243,-100.32975
25.671127,-100.318837
25.676535,-100.319278
25.68892,-100.300894
25.66831,-100.311242
25.683849,-100.326879
25.67525,-100.318398
25.686821,-100.315667
25.670169,-100.31516
25.670747,-100.316053
25.686346,-100.296798
25.677278,-100.294809
25.680812,-100.30866
25.687317,-100.306881
25.681298,-100.323368
25.666765,-100.304542
25.667637,-100.315804
25.679358,-100.298922
25.684641,-100.299355
25.688093,-100.31599
25.676382,-100.29977
25.670762,-100.298684
25.682199,-100.316664
25.685105,-100.31429
25.682878,-100.307779
25.677101,-100.304793
25.686816,-100.307612
25.67041,-100.319964
25.680678,-100.324715
25.685372,-100.330021
25.679393,-100.299362
25.673003,-100.326997
25.689972,-100.3201
25.677515,-100.289619
25.687827,-100.330362
25.688059,-100.314549
25.688082,-100.314276
25.671513,-100.313808
25.681618,-100.315417
25.681418,-100.316294
25.685459,-100.318837
25.682694,-100.319721
25.679459,-100.330918
25.688125,-100.308667
25.685661,-100.317871
25.687702,-100.322916
25.679434,-100.305371
25.67505,-100.320673
25.668611,-100.315616
25.687628,-100.309343
25.684319,-100.311315
25.687213,-100.31656
25.686386,-100.310331
25.686105,-100.309705
25.686908,-100.295115
25.689868,-100.320382
25.678966,-100.316533
25.682972,-100.324009
25.688286,-100.31459
25.673726,-100.331169
25.672832,-100.331593
25.68768,-100.308484
25.667067,-100.304064
25.686614,-100.315617
25.678759,-100.327463
25.677683,-100.290581
25.68531,-100.320728
25.686421,-100.319817
25.688958,-100.324619
25.681499,-100.32471
25.686153,-100.298315
25.673361,-100.298968
25.673772,-100.315586
25.687262,-100.32165
25.688113,-100.323222
25.687292,-100.321509
25.676517,-100.31935
25.682497,-100.323657
25.672846,-100.318164
25.686127,-100.31494
25.669087,-100.314005
25.676116,-100.311858
25.684463,-100.318051
25.675575,-100.324935
25.686145,-100.308709
25.680784,-100.324309
25.674651,-100.321769
25.688001,-100.327701
25.688313,-100.328684
25.68444,-100.30338
25.67561,-100.325086
25.675863,-100.324817
25.676418,-100.319358
25.688758,-100.327125
25.675971,-100.313866
25.681026,-100.32001
25.677412,-100.30521
25.677335,-100.304536
25.684723,-100.294428
25.66985,-100.304906
25.670684,-100.298637
25.676566,-100.317343
25.677514,-100.313455
25.676657,-100.312889
25.688671,-100.330083
25.686167,-100.317554
25.686684,-100.315965
25.668219,-100.300334
25.679623,-100.324565
25.686451,-100.322824
25.68525,-100.292504
25.676679,-100.31385
25.682518,-100.318348
25.67705,-100.313741
25.674354,-100.296959
25.673657,-100.316084
25.670194,-100.300838
25.685931,-100.321208
25.680411,-100.31108
25.68653,-100.320641
25.687316,-100.326306
25.687122,-100.327842
25.66796,-100.319097
25.675116,-100.297522
25.677773,-100.294335
25.674601,-100.311338
25.667343,-100.303805
25.690217,-100.326937
25.690664,-100.328513
25.676673,-100.298637
25.689187,-100.2948
25.675549,-100.310621
25.67963,-100.316973
25.671498,-100.320703
25.676306,-100.314231
25.68186,-100.305207
25.68785,-100.300206
25.676663,-100.314254
25.677273,-100.31282
25.675072,-100.33223
25.687122,-100.319033
25.675067,-100.318393
25.676185,-100.316792
25.675605,-100.324037
25.669021,-100.305474
25.672715,-100.319763
25.68831,-100.314783
25.68454,-100.311261
25.679749,-100.327181
25.670505,-100.330709
25.679181,-100.296034
25.686608,-100.30891
25.677027,-100.32321
25.675129,-100.323081
25.686485,-100.317524
25.68667,-100.307429
25.680027,-100.311051
25.676603,-100.311123
25.676946,-100.314429
25.688,-100.300004
25.67162,-100.311953
25.688487,-100.323086
25.686162,-100.317939
25.685919,-100.317957
25.668183,-100.318732
25.687109,-100.298242
25.681791,-100.296858
25.687011,-100.301988
25.670457,-100.294706
25.685895,-100.314118
25.67636,-100.319112
25.686532,-100.316312
25.68787,-100.314634
25.674731,-100.327974
25.671657,-100.300996
25.687428,-100.315115
25.681189,-100.323444
25.687952,-100.323872
25.670928,-100.31193
25.683432,-100.29229
25.68625,-100.3101
25.6776,-100.313882
25.687929,-100.32773
25.68695,-100.327417
25.689923,-100.312445
25.686112,-100.315284
25.67518,-100.299524
25.671267,-100.303087
25.689238,-100.297891
25.682064,-100.319723
25.679106,-100.307139
25.679748,-100.323598
25.676934,-100.314094
25.67172,-100.315989
25.674709,-100.320139
25.679913,-100.310929
25.675935,-100.313104
25.688827,-100.321623
25.675109,-100.296173
25.685339,-100.319649
25.683103,-100.313587
25.678887,-100.294498
25.687481,-100.297269
25.682545,-100.308657
25.680999,-100.326956
25.685189,-100.299317
25.670654,-100.299123
25.669962,-100.301328
25.670574,-100.300777
25.668161,-100.313921
25.68654,-100.325404
25.684995,-100.3229
25.684631,-100.306365
25.675218,-100.301791
25.687742,-100.322934
25.678174,-100.321746
25.678468,-100.321831
25.668141,-100.319558
25.677563,-100.312973
25.678195,-100.291289
25.683889,-100.293745
25.684024,-100.293945
25.676644,-100.308207
25.688718,-100.304261
25.688241,-100.323113
25.671318,-100.325315
25.689325,-100.322555
25.681682,-100.297239
25.6796,-100.321879
25.67529,-100.306982
25.675598,-100.328342
25.678346,-100.294027
25.67996,-100.323483
25.677974,-100.326401
25.687709,-100.309572
25.678034,-100.32242
25.688957,-100.311001
25.68989,-100.31648
25.685972,-100.314317
25.68421,-100.321569
25.679483,-100.299425
25.678894,-100.299515
25.674943,-100.299355
25.684312,-100.318386
25.670276,-100.330872
25.676926,-100.316727
25.676213,-100.318013
25.676591,-100.318171
25.687632,-100.308761
25.682025,-100.315579
25.687797,-100.30849
25.672992,-100.324546
25.687984,-100.322105
25.687022,-100.309002
25.685996,-100.318727
25.686641,-100.315919
25.690288,-100.322176
25.686831,-100.296395
25.679565,-100.320325
25.667735,-100.300178
25.677984,-100.307524
25.682203,-100.305155
25.668726,-100.322329
25.686926,-100.312062
25.685417,-100.315855
25.669898,-100.30617
25.686523,-100.315861
25.674032,-100.300926
25.688956,-100.320049
25.679585,-100.304202
25.686434,-100.316494
25.674925,-100.319606
25.68928,-100.3205
25.677771,-100.299956
25.688793,-100.294858
25.675688,-100.296492
25.686436,-100.296213
25.678946,-100.290949
25.681635,-100.312684
25.684026,-100.292175
25.681448,-100.320202
25.667453,-100.327748
25.665341,-100.307003
25.686884,-100.319131
25.670556,-100.30887
25.680078,-100.298273
25.684548,-100.298406
25.683011,-100.320222
25.672799,-100.327207
25.679482,-100.309459
25.686271,-100.316033
25.686854,-100.316108
25.685456,-100.316404
25.687378,-100.32993
25.677023,-100.322872
25.687244,-100.312834
25.68105,-100.322028
25.682013,-100.3234
25.685566,-100.313963
25.681928,-100.296807
25.669962,-100.300902
25.669333,-100.301661
25.682063,-100.297437
25.685675,-100.315696
25.666484,-100.32718
25.686981,-100.305139
25.681228,-100.323541
25.673432,-100.327038
25.686756,-100.315949
25.680521,-100.315798
25.676901,-100.331286
25.674442,-100.319325
25.688583,-100.313994
25.677159,-100.324839
25.676487,-100.311002
25.665816,-100.309195
25.676368,-100.303881
25.671493,-100.300454
25.678162,-100.305056
25.683626,-100.297972
25.686673,-100.326311
25.681948,-100.320448
25.684981,-100.319504
25.680312,-100.324161
25.673701,-100.316222
25.680551,-100.31824
25.667026,-100.323555
25.683865,-100.318244
25.686615,-100.305206
25.689058,-100.330117
25.675162,-100.303654
25.681126,-100.312644
25.685708,-100.320685
25.688153,-100.328575
25.68792,-100.329071
25.679333,-100.307102
25.685934,-100.294647
25.686172,-100.294782
25.686187,-100.295831
25.674658,-100.329637
25.686716,-100.308835
25.676877,-100.313092
25.670366,-100.302988
25.685275,-100.309859
25.685556,-100.310566
25.689022,-100.316257
25.686083,-100.29643
25.686674,-100.296906
25.686618,-100.296169
25.673437,-100.323162
25.67981,-100.31434
25.679492,-100.292465
25.682392,-100.306865
25.670608,-100.298981
25.68279,-100.326343
25.689545,-100.313059
25.679723,-100.301128
25.687072,-100.298142
25.686142,-100.30564
25.671143,-100.300211
25.683648,-100.312541
25.670371,-100.318617
25.689058,-100.298712
25.674218,-100.299311
25.666573,-100.320225
25.681694,-100.297891
25.676024,-100.317075
25.675617,-100.308672
25.686036,-100.304893
25.679659,-100.30096
25.668506,-100.311573
25.66622,-100.311138
25.681778,-100.298878
25.668548,-100.315156
25.690334,-100.329907
25.687487,-100.314778
25.688109,-100.314434
25.67182,-100.305928
25.673715,-100.313388
25.687383,-100.330306
25.687174,-100.330035
25.679575,-100.320824
25.686838,-100.300801
25.6808,-100.3148
25.676566,-100.319167
25.687781,-100.313753
25.670894,-100.299221
25.678401,-100.305309
25.684779,-100.293855
