latitud,longitud
25.678004,-100.311264
25.684582,-100.321263
25.684398,-100.319262
25.687722,-100.314129
25.686263,-100.304359
25.686632,-100.304713
25.686861,-100.3046
25.68572,-100.316644
25.678598,-100.305267
25.687071,-100.312701
25.678974,-100.304566
25.679699,-100.304618
25.684902,-100.30156
25.668839,-100.30903
25.679121,-100.33017
25.669166,-100.309093
25.669032,-100.308928
25.685049,-100.314333
25.67513,-100.306881
25.675625,-100.308146
25.674837,-100.297143
25.667853,-100.318611
25.686017,-100.319533
25.682667,-100.311987
25.682955,-100.311626
25.676119,-100.327937
25.684164,-100.323041
25.671441,-100.316994
25.681908,-100.320186
25.68704,-100.319688
25.670712,-100.323968
25.673579,-100.287251
25.689173,-100.299655
25.686641,-100.322525
25.687425,-100.301028
25.682399,-100.305328
25.680223,-100.304558
25.687197,-100.32766
25.674022,-100.320847
25.679599,-100.30579
25.677196,-100.299422
25.681241,-100.301686
25.673856,-100.302239
25.687604,-100.297535
25.670417,-100.298609
25.670216,-100.299132
25.670544,-100.298983
25.670945,-100.29918
25.678238,-100.292415
25.670539,-100.322957
25.675479,-100.308371
25.685978,-100.320944
25.671727,-100.303904
25.672095,-100.303679
25.678507,-100.290209
25.674228,-100.3127
25.686095,-100.309395
25.688692,-100.312258
25.685736,-100.316123
25.68979,-100.327944
25.687822,-100.328705
25.678299,-100.304969
25.678404,-100.305654
25.676976,-100.331379
25.667148,-100.304143
25.667216,-100.303643
25.678193,-100.323876
25.676129,-100.30135
25.677447,-100.317311
25.671592,-100.313268
25.667609,-100.30883
25.679665,-100.327635
25.685616,-100.307572
25.685304,-100.307377
25.687973,-100.314758
25.674817,-100.33135
25.682718,-100.317267
25.681128,-100.314523
25.683172,-100.317388
25.675245,-100.331352
25.67442,-100.331404
25.686717,-100.315896
25.676681,-100.318467
25.689489,-100.322034
25.682508,-100.305023
25.677958,-100.300872
25.66768,-100.321506
25.671246,-100.31953
25.670455,-100.316875
25.674429,-100.31842
25.686621,-100.317399
25.678871,-100.315723
25.678457,-100.29464
25.673692,-100.313504
25.689494,-100.311393
25.690092,-100.321714
25.685828,-100.304788
25.686077,-100.316725
25.675225,-100.323446
25.685911,-100.319143
25.67414,-100.331436
25.677348,-100.323111
25.690299,-100.32704
25.689283,-100.297708
25.684665,-100.317353
25.666888,-100.319277
25.679049,-100.298737
25.670129,-100.333366
25.683353,-100.314415
25.678839,-100.328611
25.6845,-100.318021
25.679574,-100.298774
25.680781,-100.309941
25.686276,-100.29935
25.671463,-100.325511
25.688048,-100.300661
25.683872,-100.303797
25.667185,-100.315273
25.678576,-100.294379
25.6779,-100.294872
25.68627,-100.314162
25.690252,-100.32103
25.68637,-100.314346
25.682491,-100.304464
25.68165,-100.30533
25.687253,-100.311531
25.677124,-100.319374
25.689163,-100.300273
25.684025,-100.326401
25.680541,-100.300762
25.68257,-100.321291
25.679153,-100.317804
25.676995,-100.307287
25.677074,-100.307704
25.685485,-100.314569
25.689834,-100.313596
25.678753,-100.329661
25.676499,-100.313824
25.671935,-100.325212
25.672847,-100.326622
25.675461,-100.326045
25.675916,-100.314751
25.686338,-100.320368
25.6865,-100.296459
25.685735,-100.305409
25.686963,-100.309152
25.669254,-100.317609
25.683443,-100.317072
25.68397,-100.315998
25.680047,-100.305971
25.678497,-100.329579
25.690299,-100.320818
25.690019,-100.31983
25.689413,-100.320601
25.667786,-100.303415
25.690201,-100.322683
25.687517,-100.319479
25.677317,-100.313393
25.688949,-100.298423
25.669509,-100.302145
25.682404,-100.320602
25.682128,-100.320324
25.686165,-100.317552
25.686092,-100.317553
25.676873,-100.321679
25.683749,-100.297438
25.683366,-100.322778
25.682055,-100.318262
25.689327,-100.328216
25.680929,-100.299467
25.671128,-100.322849
25.688859,-100.309026
25.670899,-100.302924
25.689313,-100.309637
25.682876,-100.306349
25.687722,-100.322991
25.686312,-100.315235
25.688073,-100.313257
25.676625,-100.299431
25.67936,-100.307016
25.681139,-100.303232
25.680713,-100.319884
25.669833,-100.306986
25.675752,-100.308626
25.6791,-100.298578
25.68557,-100.323387
25.684742,-100.323631
25.685786,-100.321872
25.685616,-100.319766
25.686413,-100.321524
25.670637,-100.299921
25.667814,-100.300633
25.678964,-100.294805
25.679856,-100.316766
25.684877,-100.329699
25.676857,-100.300243
25.688765,-100.312837
25.672966,-100.300743
25.676536,-100.332154
25.674757,-100.323288
25.685838,-100.315826
25.68901,-100.310022
25.679723,-100.314845
25.684124,-100.315768
25.679081,-100.3008
25.687604,-100.312433
25.675257,-100.300351
25.687328,-100.322681
25.677176,-100.324731
25.688544,-100.296036
25.688125,-100.296033
25.68595,-100.318853
25.67363,-100.304525
25.68076,-100.321871
25.680718,-100.321429
25.669454,-100.30114
25.683203,-100.32034
25.679349,-100.294619
25.687582,-100.31958
25.681387,-100.296957
25.681336,-100.29739
25.682135,-100.29728
25.68555,-100.322026
25.674745,-100.314499
25.679382,-100.293654
25.682996,-100.300006
25.679304,-100.304758
25.678846,-100.298745
25.68716,-100.293774
25.674808,-100.303316
25.673427,-100.33134
25.686144,-100.31696
25.68469,-100.306471
25.67072,-100.298708
25.686721,-100.316558
25.686115,-100.31353
25.688354,-100.314821
25.689183,-100.326987
25.673906,-100.330834
25.676346,-100.319363
25.677126,-100.319194
25.685918,-100.31019
25.686179,-100.324413
25.667842,-100.313552
25.690532,-100.327059
25.686901,-100.329303
25.678737,-100.310099
25.686745,-100.315704
25.684996,-100.300879
25.67679,-100.311366
25.686566,-100.316432
25.685959,-100.31659
25.689084,-100.328488
25.688544,-100.328368
25.679677,-100.30586
25.666705,-100.32219
25.679658,-100.32073
25.686563,-100.295416
25.687196,-100.295226
25.672782,-100.320483
25.684112,-100.313512
25.683451,-100.314553
25.679358,-100.29062
25.672394,-100.31916
25.668242,-100.334428
25.67829,-100.295793
25.675345,-100.301539
25.68213,-100.305895
25.678422,-100.295943
25.671534,-100.300814
25.685531,-100.294286
25.684868,-100.326891
25.687771,-100.308526
25.677899,-100.31901
25.68157,-100.306825
25.681252,-100.305883
25.680825,-100.311228
25.68013,-100.328671
25.673325,-100.312604
25.68099,-100.32329
25.686975,-100.31625
25.679689,-100.307042
25.681575,-100.321307
25.667854,-100.300731
25.689365,-100.298555
25.686499,-100.316475
25.689203,-100.327895
25.687705,-100.314606
25.689306,-100.327064
25.681685,-100.291318
25.681798,-100.290697
25.682171,-100.291045
25.681115,-100.312902
25.670099,-100.29515
25.688735,-100.310986
25.674747,-100.302809
25.682039,-100.306578
25.678787,-100.294431
25.682272,-100.319743
25.679362,-100.295806
25.67761,-100.329106
25.679216,-100.295812
25.682748,-100.313358
25.689134,-100.310351
25.679511,-100.321051
25.68412,-100.294946
25.684108,-100.294287
25.684161,-100.322412
25.681901,-100.310885
25.665864,-100.309328
25.675501,-100.311276
25.686454,-100.315961
25.673598,-100.318208
25.674316,-100.319207
25.674094,-100.319432
25.682292,-100.303965
25.683889,-100.31685
25.676903,-100.315411
25.678326,-100.319627
25.682536,-100.313634
25.688348,-100.327594
25.673652,-100.31809
25.671691,-100.318892
25.672056,-100.319985
25.668483,-100.313351
25.672803,-100.326817
25.673183,-100.32663
25.680977,-100.297158
25.68254,-100.296349
25.681215,-100.307335
25.672255,-100.324487
25.673235,-100.311316
25.688988,-100.330033
25.690231,-100.329959
25.688992,-100.322299
25.671977,-100.304171
25.673932,-100.297733
25.680456,-100.303037
25.683294,-100.310082
25.671806,-100.319521
25.689262,-100.32909
25.688082,-100.314798
25.676971,-100.31559
25.677629,-100.315522
25.68539,-100.298128
25.686125,-100.316862
25.689117,-100.327698
25.674772,-100.311838
25.678566,-100.294548
25.678254,-100.298579
25.674569,-100.29953
25.688445,-100.327053
25.667258,-100.315677
25.668271,-100.302591
25.683874,-100.315092
25.682223,-100.310999
25.681591,-100.311054
25.668513,-100.332169
25.69023,-100.326824
25.686053,-100.314319
25.679435,-100.292235
25.676314,-100.313851
25.688525,-100.327286
25.679323,-100.28988
25.675495,-100.321906
25.688534,-100.300992
25.687337,-100.312234
25.682209,-100.306063
25.688349,-100.297519
25.684329,-100.32757
25.676112,-100.317132
25.681437,-100.329613
25.666547,-100.31451
25.682255,-100.297685
25.687099,-100.31652
25.671688,-100.314533
25.68347,-100.310884
25.682068,-100.296542
25.690368,-100.329021
25.689529,-100.328816
25.687038,-100.327275
25.679332,-100.310316
25.676437,-100.319534
25.68778,-100.294413
25.684486,-100.327221
25.690098,-100.320484
25.681349,-100.309779
25.68216,-100.310539
25.685428,-100.29372
25.690553,-100.329679
25.68622,-100.316108
25.682106,-100.305616
25.685233,-100.303574
25.685814,-100.317024
25.681082,-100.295003
25.68071,-100.315435
25.68904,-100.324447
25.680513,-100.328413
25.683931,-100.315917
25.676991,-100.314134
25.685341,-100.301393
25.674249,-100.321016
25.679275,-100.317547
25.682003,-100.310962
25.67346,-100.3245
25.672689,-100.3245
25.672932,-100.324383
25.672638,-100.324831
25.683095,-100.319891
25.682438,-100.311432
25.673388,-100.311228
25.684469,-100.292412
25.674335,-100.319076
25.675781,-100.318455
25.673586,-100.324099
25.680523,-100.311126
25.685847,-100.317187
25.682463,-100.310389
25.68272,-100.310612
25.676017,-100.296759
25.687203,-100.299692
25.686838,-100.29969
25.687216,-100.299663
25.674142,-100.320555
25.684778,-100.315971
25.678158,-100.291137
25.686492,-100.297849
25.671009,-100.323929
25.671295,-100.325321
25.689973,-100.322053
25.68626,-100.316901
25.66898,-100.319547
25.669306,-100.319024
25.675868,-100.314926
25.67601,-100.331546
25.685853,-100.3151
25.6872,-100.323898
25.667866,-100.313467
25.677171,-100.293889
25.685934,-100.319399
25.68048,-100.303379
25.66773,-100.300395
25.66887,-100.298254
25.668739,-100.302511
25.67248,-100.322341
25.669874,-100.327176
25.689022,-100.328867
25.682591,-100.312088
25.683141,-100.311818
25.687032,-100.323005
25.670861,-100.298785
25.670577,-100.299262
25.686285,-100.304253
25.66773,-100.319412
25.677411,-100.297239
25.668325,-100.315182
25.688637,-100.328537
25.666018,-100.316248
25.681978,-100.310847
25.688634,-100.328292
25.689098,-100.296878
25.689459,-100.313577
25.681009,-100.3012
25.675514,-100.32395
25.680086,-100.291954
25.679725,-100.291618
25.681155,-100.298843
25.689252,-100.325755
25.681987,-100.324134
25.667244,-100.315304
25.687452,-100.313115
25.685715,-100.316736
25.687168,-100.312465
25.679828,-100.307023
25.672042,-100.318711
25.67143,-100.300736
25.67042,-100.311538
25.68906,-100.296692
25.679235,-100.31584
25.687461,-100.329605
25.690116,-100.32387
25.685672,-100.315332
25.686977,-100.322978
25.686264,-100.316111
25.668641,-100.312895
25.68914,-100.295404
25.668284,-100.301683
25.669323,-100.32564
25.687401,-100.321638
25.681606,-100.322554
25.678908,-100.298277
25.678407,-100.298887
25.677831,-100.299301
25.677507,-100.301953
25.683299,-100.326202
25.681917,-100.310845
25.681951,-100.3101
25.681898,-100.309874
25.674966,-100.321643
25.68663,-100.315882
25.67365,-100.31943
25.673883,-100.321056
25.671136,-100.318809
25.680259,-100.302892
25.679885,-100.327566
25.68198,-100.299204
25.686832,-100.320891
25.68497,-100.307347
25.668908,-100.301807
25.672894,-100.313908
25.67396,-100.324002
25.67602,-100.331914
25.683204,-100.297952
25.683546,-100.298429
25.670238,-100.303144
25.681523,-100.293516
25.686871,-100.29441
25.671776,-100.326118
25.679346,-100.304076
25.686673,-100.318132
25.666716,-100.313106
25.680379,-100.31608
25.666644,-100.304193
25.683024,-100.330921
25.690237,-100.31851
25.678001,-100.31322
25.672198,-100.32583
25.670119,-100.330104
25.676365,-100.310433
25.677714,-100.328545
25.683592,-100.319077
25.684596,-100.324153
25.673618,-100.31315
25.677631,-100.329674
25.682675,-100.320202
25.67225,-100.305121
25.685584,-100.299729
25.685955,-100.312067
25.673503,-100.328908
25.683559,-100.328498
25.685286,-100.30985
25.685402,-100.310249
25.670921,-100.323646
25.669799,-100.300741
25.686688,-100.318937
25.66858,-100.303353
25.67012,-100.298732
25.667445,-100.315274
25.665586,-100.313754
25.672006,-100.319902
25.665805,-100.31259
25.678856,-100.316783
25.676372,-100.318827
25.682124,-100.294965
25.681811,-100.314039
25.686697,-100.316317
25.678986,-100.318286
25.676288,-100.318462
25.689339,-100.321341
25.678802,-100.320267
25.677025,-100.321828
25.679291,-100.298825
25.690264,-100.3273
25.679029,-100.313073
25.675995,-100.311175
25.684024,-100.296155
25.677197,-100.314212
25.679449,-100.327006
25.682249,-100.296997
25.681211,-100.31159
25.689012,-100.311623
25.687031,-100.298852
25.678297,-100.309529
25.688053,-100.320789
25.671589,-100.300472
25.670754,-100.314082
25.669788,-100.314321
25.676342,-100.310755
25.664479,-100.315897
25.665303,-100.317133
25.688912,-100.324701
25.676393,-100.3182
25.674238,-100.323394
25.679148,-100.295651
25.679347,-100.295713
25.685706,-100.316694
25.685725,-100.306231
25.685591,-100.306557
25.681269,-100.316212
25.679503,-100.31022
25.67674,-100.313818
25.689748,-100.325379
25.669845,-100.308072
25.67749,-100.304076
25.681762,-100.313765
25.686043,-100.318304
25.681197,-100.310509
25.685677,-100.317594
25.672016,-100.314514
25.670476,-100.317803
25.674361,-100.327315
25.687254,-100.322468
25.680679,-100.295533
25.685339,-100.316278
25.678612,-100.298188
25.678401,-100.299065
25.690186,-100.329689
25.681032,-100.315002
25.669188,-100.320278
25.677622,-100.310702
25.678411,-100.310725
25.689922,-100.326997
25.683835,-100.30188
25.685354,-100.315131
25.6701,-100.311555
25.681458,-100.311411
25.68842,-100.294214
25.677078,-100.316626
25.676544,-100.322187
25.668989,-100.320447
25.688826,-100.324277
25.682555,-100.305675
25.67641,-100.30056
25.676681,-100.299826
25.686864,-100.311277
25.687268,-100.313193
25.68665,-100.322025
25.684104,-100.312629
25.682796,-100.320635
25.68086,-100.324721
25.686123,-100.323256
25.669446,-100.315185
25.669295,-100.315524
25.680929,-100.312774
25.68729,-100.302288
25.679733,-100.296519
25.679049,-100.295686
25.672526,-100.319387
25.671928,-100.300355
25.68959,-100.317115
25.672454,-100.319572
25.686684,-100.316228
25.675127,-100.298132
25.673358,-100.31606
25.679446,-100.327937
25.68103,-100.305456
25.678699,-100.313243
25.686923,-100.314949
25.671042,-100.298767
25.683286,-100.307558
25.67895,-100.330235
25.672291,-100.320936
25.681809,-100.305623
25.670807,-100.30551
25.690129,-100.316865
25.674803,-100.330247
25.681987,-100.306635
25.682479,-100.305929
25.674464,-100.324509
25.673276,-100.324469
25.675792,-100.308315
25.678337,-100.294432
25.666773,-100.302712
25.681941,-100.313729
25.681878,-100.313275
25.671229,-100.299134
25.672402,-100.322714
25.686312,-100.306562
25.689475,-100.312037
25.688955,-100.327096
25.67054,-100.311445
25.68605,-100.315814
25.683833,-100.323263
25.669642,-100.297555
25.670058,-100.313687
25.669642,-100.313672
25.690172,-100.32168
25.683552,-100.320126
25.682545,-100.307814
25.686393,-100.317547
25.66885,-100.300096
25.687,-100.316525
25.689418,-100.303192
25.680468,-100.300107
25.681288,-100.322272
25.675058,-100.297172
25.686571,-100.312557
25.686894,-100.312132
25.686628,-100.312843
25.686995,-100.312631
25.687357,-100.305102
25.675465,-100.308734
25.678687,-100.330448
25.688267,-100.32107
25.672027,-100.325784
25.689925,-100.328916
25.682814,-100.309921
25.68827,-100.32236
25.686947,-100.315597
25.684274,-100.313405
25.688279,-100.299012
25.677864,-100.294577
25.68644,-100.313824
25.686672,-100.316203
25.673856,-100.327032
25.672984,-100.323799
25.672774,-100.324973
25.686553,-100.315867
25.681925,-100.320128
25.681365,-100.306769
25.682467,-100.306691
25.673672,-100.324182
25.68689,-100.32233
25.672569,-100.314101
25.670117,-100.300564
25.680756,-100.320924
25.680161,-100.32024
25.688719,-100.309064
25.688305,-100.308843
25.674378,-100.298023
25.672451,-100.318644
25.671062,-100.303215
25.686829,-100.316825
25.671968,-100.31931
25.670158,-100.319884
25.668198,-100.319306
25.688562,-100.294432
25.688142,-100.320918
25.687395,-100.315021
25.67674,-100.321713
25.683254,-100.307542
25.671621,-100.31943
25.68478,-100.319148
25.680712,-100.310873
25.666205,-100.322372
25.678715,-100.298731
25.690562,-100.326699
25.676588,-100.321212
25.676089,-100.332112
25.688496,-100.31466
25.688745,-100.3149
25.670596,-100.299174
25.678687,-100.294888
25.678245,-100.294344
25.687309,-100.311954
25.69003,-100.321096
25.673029,-100.32465
25.670836,-100.296458
25.68626,-100.319174
25.689146,-100.309444
25.685049,-100.323183
25.686018,-100.305885
25.683772,-100.318763
25.68326,-100.302326
25.681151,-100.320625
25.673635,-100.314554
25.684506,-100.293662
25.686965,-100.316238
25.67402,-100.319791
25.678956,-100.298535
25.678959,-100.298687
25.674129,-100.318314
25.686689,-100.316084
25.686657,-100.316496
25.686039,-100.31565
25.6743,-100.323155
25.670402,-100.295228
25.680877,-100.330772
25.679885,-100.321049
25.678791,-100.311538
25.674668,-100.312952
25.677556,-100.309639
25.673815,-100.329929
25.671695,-100.312465
25.681126,-100.314443
25.686798,-100.294226
25.666494,-100.303012
25.684994,-100.293648
25.676383,-100.311487
25.683235,-100.30931
25.67485,-100.303832
25.686785,-100.316244
25.670209,-100.317913
25.683867,-100.297102
25.674003,-100.301429
25.686013,-100.316594
25.68085,-100.323334
25.680921,-100.323344
25.676483,-100.318226
25.676628,-100.318129
25.683553,-100.298078
25.67854,-100.325224
25.672541,-100.315265
25.686465,-100.303959
25.685867,-100.306657
25.68805,-100.322054
25.676002,-100.314685
25.686108,-100.316532
25.685508,-100.316446
25.686035,-100.316333
25.688772,-100.296595
25.688842,-100.296629
25.689745,-100.322714
25.685311,-100.318128
25.684088,-100.294043
25.68801,-100.294253
25.687034,-100.323054
25.687948,-100.299309
25.686479,-100.313982
25.666895,-100.305065
25.68562,-100.311932
25.682289,-100.330593
25.682801,-100.31722
25.685776,-100.31894
25.679022,-100.298893
25.685987,-100.308303
25.686143,-100.308525
25.672569,-100.322784
25.683176,-100.317293
25.676914,-100.305307
25.68891,-100.309853
25.67246,-100.319806
25.67215,-100.320359
25.677251,-100.319306
25.676931,-100.319024
25.681961,-100.294544
25.685191,-100.318822
25.668793,-100.298394
25.686749,-100.321434
25.683381,-100.318017
25.683454,-100.318328
25.688655,-100.297432
25.686511,-100.296558
25.681882,-100.29697
25.679107,-100.298177
25.684308,-100.317095
25.678836,-100.324252
25.670908,-100.315065
25.670763,-100.315158
25.668962,-100.325857
25.674153,-100.33276
25.672736,-100.324367
25.678719,-100.29608
25.684248,-100.298886
25.687747,-100.310544
25.677754,-100.317432
25.671558,-100.30103
25.683884,-100.317747
25.66739,-100.32714
25.679303,-100.31318
25.685795,-100.313797
25.680277,-100.329619
25.678157,-100.291379
25.678263,-100.29127
25.679012,-100.302965
25.686629,-100.315955
25.677665,-100.291234
25.678643,-100.298668
25.670769,-100.298578
25.681664,-100.308934
25.681269,-100.308359
25.685371,-100.294793
25.689255,-100.315013
25.680517,-100.330024
25.674136,-100.319262
25.684439,-100.292904
25.670569,-100.331377
25.686142,-100.317419
25.675546,-100.317732
25.674307,-100.311733
25.677682,-100.318661
25.678191,-100.316635
25.676228,-100.317362
25.686286,-100.312206
25.674053,-100.324442
25.67135,-100.32421
25.684831,-100.293902
25.676152,-100.295674
25.677343,-100.29489
25.685642,-100.313496
25.679328,-100.296378
25.681223,-100.321044
25.682212,-100.306739
25.68247,-100.306765
25.670432,-100.297898
25.665647,-100.318804
25.665276,-100.319048
25.682082,-100.306376
25.676585,-100.314252
25.6803,-100.291953
25.67711,-100.306464
25.683079,-100.316993
25.676655,-100.313912
25.676832,-100.310226
25.689656,-100.328546
25.68905,-100.327271
25.689518,-100.326568
25.675053,-100.298825
25.679448,-100.312746
25.680144,-100.313026
25.669911,-100.301016
25.683732,-100.32267
25.678151,-100.298079
25.675845,-100.327454
25.669815,-100.333876
25.67271,-100.307509
25.683175,-100.320483
25.676703,-100.319048
25.676723,-100.289968
25.689741,-100.312385
25.668425,-100.326903
25.686095,-100.318011
25.685543,-100.318592
25.681762,-100.308892
25.684953,-100.316885
25.6777,-100.308936
25.672877,-100.319462
25.678958,-100.297943
25.678479,-100.29899
25.667874,-100.300277
25.689456,-100.325739
25.677226,-100.318105
25.686254,-100.318235
25.682403,-100.327114
25.669246,-100.303337
25.684548,-100.315297
25.678404,-100.316628
25.689155,-100.296621
25.669016,-100.315645
25.675724,-100.313309
25.680352,-100.295206
25.680292,-100.326712
25.676011,-100.300291
25.682186,-100.320306
25.674819,-100.321569
25.679568,-100.29589
25.682069,-100.299458
25.682108,-100.304848
25.686602,-100.3163
25.672363,-100.3225
25.685742,-100.317952
25.671778,-100.300929
25.674684,-100.306798
25.679115,-100.296398
25.684384,-100.294827
25.684237,-100.29604
25.685135,-100.295845
25.687701,-100.295023
25.676032,-100.315675
25.68828,-100.315017
25.667782,-100.327331
25.672733,-100.314604
25.679413,-100.313516
25.679977,-100.312963
25.681341,-100.308997
25.682857,-100.297571
25.680372,-100.311072
25.675425,-100.324821
25.689811,-100.316712
25.677476,-100.319611
25.687044,-100.297318
25.687135,-100.29825
25.685993,-100.317757
25.675188,-100.316589
25.677813,-100.300212
25.686202,-100.317562
25.675041,-100.303894
25.679334,-100.302207
25.679068,-100.29654
25.678055,-100.299221
25.686867,-100.299551
25.673654,-100.331848
25.676986,-100.317834
25.685053,-100.298566
25.685511,-100.298883
25.685796,-100.298276
25.676498,-100.296557
25.6795,-100.297233
25.676564,-100.31306
25.674289,-100.320514
25.674671,-100.325172
25.668242,-100.300371
25.689805,-100.327344
25.679277,-100.296543
25.681386,-100.29788
25.6884,-100.328088
25.677613,-100.325506
25.678455,-100.324922
25.676847,-100.319152
25.685698,-100.311832
25.678065,-100.29423
25.679784,-100.295615
25.686301,-100.316826
25.68639,-100.308346
25.688937,-100.296472
25.664465,-100.308929
25.675781,-100.316989
25.671126,-100.31948
25.685664,-100.320516
25.671375,-100.306669
25.674284,-100.321863
25.68945,-100.326848
25.685423,-100.320092
25.684543,-100.293292
25.675377,-100.318349
25.667694,-100.320954
25.689312,-100.32461
25.678516,-100.313677
25.674643,-100.322277
25.680182,-100.301706
25.678071,-100.318905
25.674413,-100.323311
25.689389,-100.31684
25.686673,-100.316004
25.674394,-100.298093
25.672077,-100.320669
25.686828,-100.321821
25.686714,-100.32204
25.683439,-100.318519
25.675484,-100.302286
25.685483,-100.313887
25.686185,-100.314735
25.670514,-100.317324
25.679112,-100.311266
25.67177,-100.315215
25.688655,-100.326975
25.684449,-100.3301
25.680753,-100.290274
25.687387,-100.325574
25.687354,-100.325013
25.675971,-100.313918
25.682031,-100.305782
25.688297,-100.314383
25.679104,-100.320601
25.667078,-100.311601
25.676617,-100.30689
25.679382,-100.305614
25.679965,-100.312135
25.669741,-100.29798
25.678266,-100.329565
25.68686,-100.316452
25.682988,-100.304537
25.682144,-100.306485
25.677159,-100.317679
25.675027,-100.296205
25.68017,-100.300279
25.672105,-100.32462
25.680838,-100.311355
25.668795,-100.302571
25.686854,-100.316463
25.68658,-100.315947
25.686806,-100.30812
25.687163,-100.301094
25.671734,-100.318696
25.686433,-100.316214
25.66758,-100.325161
25.684857,-100.320104
25.687168,-100.31396
25.683797,-100.32616
25.679234,-100.321217
25.675365,-100.32076
25.675249,-100.320656
25.675201,-100.292762
25.676205,-100.308875
25.687373,-100.323004
25.678799,-100.298214
25.685924,-100.319047
25.686088,-100.315626
25.687554,-100.315709
25.67339,-100.331939
25.686755,-100.316075
25.677935,-100.311486
25.672225,-100.322437
25.686199,-100.311298
25.686352,-100.313432
25.686248,-100.32089
25.689184,-100.299785
25.682253,-100.307768
25.680054,-100.311175
25.675514,-100.308922
25.68608,-100.319385
25.68235,-100.314884
25.688934,-100.296516
25.669139,-100.299242
25.664425,-100.30655
25.68965,-100.326784
25.678061,-100.313657
25.669768,-100.313124
25.688687,-100.327497
25.685791,-100.319636
25.686693,-100.316138
25.686498,-100.315557
25.67521,-100.303975
25.676532,-100.315233
25.680663,-100.311889
25.677141,-100.301921
25.671356,-100.300196
25.689341,-100.327466
25.687279,-100.314776
25.675896,-100.312731
25.680191,-100.29461
25.687715,-100.329474
25.68664,-100.323074
25.685799,-100.31712
25.686108,-100.317831
25.685586,-100.31083
25.683516,-100.293051
25.68456,-100.295534
25.676471,-100.316973
25.687794,-100.314045
25.678564,-100.294128
25.686903,-100.31389
25.680063,-100.320937
25.687507,-100.295553
25.68835,-100.314991
25.687635,-100.305026
25.675183,-100.317846
25.676114,-100.316983
25.675439,-100.311902
25.675421,-100.305388
25.675233,-100.312808
25.678821,-100.299211
25.678738,-100.298187
25.67144,-100.315737
25.680096,-100.3236
25.680317,-100.323438
25.685984,-100.316909
25.686984,-100.30415
25.686724,-100.307399
25.671661,-100.329458
25.683797,-100.31508
25.679303,-100.306738
25.680635,-100.323844
25.679916,-100.295315
25.680635,-100.323202
25.68103,-100.292903
25.674928,-100.312274
25.686241,-100.316386
25.686164,-100.315853
25.686076,-100.308688
25.680765,-100.327491
25.686189,-100.313401
25.688038,-100.313693
25.688079,-100.313876
25.680644,-100.308623
25.687668,-100.314478
25.681944,-100.320733
25.682561,-100.327028
25.669028,-100.315828
25.668389,-100.299833
25.671992,-100.316133
25.678735,-100.313783
25.684605,-100.318387
25.672788,-100.326627
25.686349,-100.31609
25.681445,-100.314434
25.679436,-100.330009
25.68036,-100.331089
25.679795,-100.330976
25.683759,-100.318165
25.668171,-100.334032
25.680931,-100.316846
25.689841,-100.32717
25.686587,-100.31595
25.6756,-100.313601
25.675897,-100.313986
25.679354,-100.302701
25.686586,-100.31603
25.688025,-100.321825
25.68643,-100.315493
25.686722,-100.315706
25.686767,-100.316278
25.689879,-100.320623
25.677656,-100.310508
25.677436,-100.310185
25.669912,-100.303331
25.684014,-100.312785
25.688614,-100.309889
25.672142,-100.301034
25.687085,-100.319414
25.681852,-100.305943
25.675248,-100.307756
25.675097,-100.321759
25.68741,-100.314964
25.687755,-100.329359
25.677026,-100.302654
25.68378,-100.294092
25.685408,-100.322126
25.679691,-100.313331
25.678968,-100.313389
25.679308,-100.312914
25.686946,-100.295709
25.686758,-100.316419
25.684423,-100.317526
25.676591,-100.313444
25.687302,-100.326985
25.683592,-100.311882
25.669383,-100.296696
25.689123,-100.300436
25.669778,-100.297614
25.680385,-100.317755
25.685517,-100.313764
25.679807,-100.311167
25.676581,-100.300655
25.682509,-100.296984
25.688052,-100.315065
25.686239,-100.317349
25.687003,-100.306311
25.687015,-100.306558
25.680206,-100.293031
25.682083,-100.291002
25.681064,-100.324679
25.685587,-100.327419
25.686029,-100.31435
25.674013,-100.317979
25.670545,-100.3118
25.686838,-100.316922
25.688215,-100.327987
25.674461,-100.302451
25.674873,-100.302849
25.674717,-100.31485
25.676728,-100.317071
25.676957,-100.317455
25.67912,-100.327478
25.665503,-100.316831
25.670028,-100.305016
25.670045,-100.320626
25.676859,-100.318156
25.686561,-100.299561
25.680041,-100.301299
25.682475,-100.306765
25.679773,-100.301331
25.674181,-100.329496
25.685145,-100.301019
25.681551,-100.297977
25.678173,-100.29502
25.680731,-100.307598
25.690379,-100.32948
25.690431,-100.329909
25.66706,-100.320224
25.687533,-100.2961
25.686398,-100.316283
25.678468,-100.310593
25.6781,-100.309841
25.678214,-100.310169
25.686492,-100.316273
25.687636,-100.314708
25.677302,-100.33006
25.680317,-100.308759
25.679747,-100.329219
25.678513,-100.298346
25.678763,-100.297936
25.685303,-100.30805
25.676947,-100.316896
25.677015,-100.317584
25.686989,-100.315174
25.678844,-100.290495
25.678613,-100.290143
25.66709,-100.316942
25.66791,-100.318354
25.682565,-100.320821
25.682611,-100.320681
25.675761,-100.318898
25.677124,-100.304107
25.674951,-100.318426
25.675289,-100.318349
25.684529,-100.309448
25.684598,-100.309627
25.667877,-100.303511
25.68491,-100.323741
25.689154,-100.326773
25.687678,-100.322189
